review_content,rating,source,date
Cancelled order I can't understand how one minute Morrisons is offering a good to go box and then get an email saying they don't have any food so order is cancelled. Never again.,2,Trustpilot,2019-12-27
"Morrisons Never again. Got a morrisons box a few weeks ago. I would not have bought any of this even at 10p per item and definitely not worth the £3.09 paid never mind them saying its worth £10.  About 25 bread rolls, loaf of sour dough, 1 bruised apple, 2 mouldy onions, 2 packs of open grapes, 2 small squash, 1 tiny piece of rubbery broccoli, 4 satsumas going black, and bag of soft potatoes 2 weeks out of date.  All that was eaten was about 5 bread rolls rest went in the bin as not fit to eat.",1,Trustpilot,2019-12-26
"Got a magic box for £3.09p from… Got a magic box for £3.09p from Morrison's. 6 loafs of bread, 5 packets of oatcakes, packet of pancakes, 2 small pumpkins and a Brussels sprout tree.",2,Trustpilot,2019-12-26
"Having previously had some not so good… Having previously had some not so good experiences of 'scrap food, ready for the bin' magic bags and 'beggars can not be chosers' attitudes from outlet staff, I noticed Nero's had joined the scheme, so thought I'd give them a go. For £3.09 I received a toastie sandwhich, 2 pastries and a portion of cake, all which would have added up to the stated £10 at retail price. All products were still of good (i.e edible) quality -unlike some of the restuarant type outlets. I think the chain coffee shops normally bin their products at the end of each day (having once, briefly worked at another very large coffee chain where perfectly good products were just binned at the end of each day, or taken home by staff), so they are definately preventing waste. 
P.s. It's also great if you have little kids! With Neros, my 4 year old loved the concept of a 'magic' bag and was super excited to be handed the bag to open up to see what we got!!!",5,Trustpilot,2019-12-24
I'm sure that the Morrisons app is just… I'm sure that the Morrisons app is just done for publicity as I and numerous others can not get a deal whether its day or night.  Always states sold out,1,Trustpilot,2019-12-22
Just had Man v Roast and I can honestly… Just had Man v Roast and I can honestly say fantastic great portion size and the meat was to die for. Well worth the price will deffinaly be buying again.,5,Trustpilot,2019-12-21
"Very disappointed Morrison’s Very disappointed no matter what time of day or night Morrison’s is sold out, even when one is showing available as soon as you click buy it automatically says sold out!
Do they only have one goody bag??
Come on Morrison’s it’s all very well saying that you are part of the story but not very good when you actually never have anything, and having seen the amount of food you waste this can’t be the fact!",1,Trustpilot,2019-12-19
"Great idea and cheap food! Great idea and cheap, good quality food. Can’t believe how much food goes to waste otherwise! Great taking small steps to combat unnecessary waste.",5,Trustpilot,2019-12-19
Great idea however never able to buy… Great idea however never able to buy Morrisons bag...when I log on at 6pm it says sale ended and then notice at 18:16 says there sold out...Morrisons Magic bag never seems available!!!,1,Trustpilot,2019-12-17
"No notifications, no Morrison Magic boxes available There are no notifications for when your favourites are available. There is no notification for Morrisons magic bag, despite trying several times a day, there never any available from Morrisons. 
Very disapointed with the app.",1,Trustpilot,2019-12-16
Rubbish Rubbish. Contents have the reduced price on them. Contents don't even add up to what was paid for the box!?!?!? Stale scones and rolls.,1,Trustpilot,2019-12-16
First time paid for food no food left… First time paid for food no food left not informed Wasted Time money and fuel all now got to wait 5 days for it to go back into my account,1,Trustpilot,2019-12-14
"Novotel Coventry gave me 2 COLD… Novotel Coventry gave me 2 COLD sausages, 2 slices of bread and 2 tiny cakes for 2.50!! Apparently the manager won't get any plastic food containers to put beans in as they won't give out WET foods (yet the toogoodtogo Novotel coventry state beans, sausages, bacon, pastries and fruit are available. TOTALLY FALSE ADVERTISING!!! Sharon the manager insists on charging people 50p per item, thus 5 items, they refused to give me beans because there were no plastic containers. Manager is a joke. She needs to learn her job and what TOO GOOD TO GO Actually means!! Seems like making mo ey is more important than reducing waste. AVOID NOVOTEL COVENTRY. YOU WILL BE DISSAPOINTED!! I DROVE BACK AND TOLD THEM TO BIN THE CRAP THEY HAVE ME FOR 2.50. NEVER AGAIN!",1,Trustpilot,2019-12-14
Holiday in Lincoln gave me a small portion Holiday in Lincoln gave me a small breakfast to go . Hardly £12 worth for goods.,1,Trustpilot,2019-12-13
"I agree with the Morrison’s comments as… I agree with the Morrison’s comments as I to have tried all times of the day every day and yet fail to get a chance at purchasing a magic bag this does seem to be an unfair publicity stunt!!
However the carvery deals are amazing both choice, quantity and such healthy meals too",5,Trustpilot,2019-12-12
"Despite checking in at all times of day…waste of time Despite checking in at all times of day and night, have always been ‘too late’ to get my bargain supermarket bag of goodies.
The waste is of my time, not the food.",1,Trustpilot,2019-12-12
"Morrisons drops off the app before items available to public. I agree with the previous posts.  I purchased a box from Morrisons, Aldershot on 26th Nov - I believe it was their first one - and was amazed by the value. A good selection and it stayed fresh for ages. Since then, I have been unable to buy anything.  The local Morrisons images on the app are ghosted out as one would expect once a sale has finished ( Aldershot seems to be consistently sold out at 18.19) but then immediately changes to ""finished"" and then ""sold out""  without subsequent boxes ever becoming available on the site.  It worked well when Morrisons first participated in the scheme last month but since then is impossible to use. What's going on???

18.19  11th Dec
It's happened again - doesn't show as available but Morrisons Aldershot sold out at 18.16.  Not going to bother trying again.",1,Trustpilot,2019-12-11
"Totally amazing. Real game changer in the takeaway market I've been using this app for about six weeks now and I have to say this is a game changer, especially for the small takeaway outlet . 
People no longer need to pay through the nose for a sandwich or snack when they're away from home. 
It has worked a dream more than nine times out of ten times and I've probably ordered at least twenty times since I've been using the app. 
Only once I was disappointed with the quantity of food and I simply messaged on the app and the app refunded - whilst still allow you to keep the food.
Amazing app that I think has a lot of the smaller food joints running scared as people will no longer keep having to throw their money at them.

(And don't wanna go without mentioning Morrison's. Managed to get a magic box a couple of times and they are loaded up with all sorts of veg and necessities.
 Great value but I love the app for the value on the fast food shops mostly).",5,Trustpilot,2019-12-10
Have repeatedly tried to use this site… Have repeatedly tried to use this site for Morrison’s. Despite following the advice to log on st 6 and watching the site constantly no notification of availability appeared then suddenly -? Sold out. Giving up with it. Complete waste ofvtime,1,Trustpilot,2019-12-10
"3 stars as I’ve only purchased a costa… 3 stars as I’ve only purchased a costa magic box for £3 that included an egg sandwich two brownies and a pasta salad, I haven’t been lucky enough to get a Morrison’s box yet but my sister got one and it was full of goodies from a birthday cake to strawberry’s cupcakes crisps. I think more companies need to get on board for this app to be more successful it’s a brilliant idea.",3,Trustpilot,2019-12-09
"Very impressed First time used I was very impressed, second time also impressed.  Just hard to get a purchase as it sells out within 60-90 seconds!!
Excellent idea and way to reduce food waste.",5,Trustpilot,2019-12-08
"3 kilos of out of date bread. I think this is a fantastic idea but definitely open to abuse by supermarkets. We managed to secure a magic box from Gainsborough Morrisons which they called a £10 box when we picked it up.
It was advertised as containing products from Market Street (Deli, bakery, fruit and veg etc) but mostly contained out of date loaves from the bread aisle (not Market Street) 3 x 800g loaves, a 400g gluten free loaf (yuck) and a packet of gluten free sandwich thins (double yuck). To be fair we also got a cucumber, some cherry tomatoes and some cupcakes from Market Street but I think it's a bloody cheek to try and unload the crappy out of date bread into these magic boxes as it's next to useless.
Such a pity as I want this to work so much but it's not quite right yet.",2,Trustpilot,2019-12-08
"The value of this app is entirely… The value of this app is entirely dependent on the restaurant you try to use, with many more interested in making last minute sales than in actually salvaging wasted food. 

Carveries tend to be a good place to start as they will always have plenty of left over food. Yo Sushi is particularly strong, actively holding back massive trays of food for app users.

Morrisons tend to be hot or miss depending on the store you go to. Sometimes you can get a big box of fruit and veg (as pictured in the news) whereas other stores will throw a load of bread and cakes into a box with the 5p stickers still attached (ergo the box was worth £10 at a full price, but got reduced to under a pound in store before being sold to you for £3.30 after it goes OOD). One Morrisons store included products that were over a month out of date and mouldy. However 2G2G will refund orders if you have legitimate concerns.

Some restaurants will just sell you a portion of food that was originally sold for the £3.50 asking price even though the app says it should be £7 worth of food, but you'll learn to avoid these places.

Overall I have been extremely happy with 2G2G for its breakfast, Carvery, and Sushi options, and I did get a weeks worth of vegetables once. However I have had some less than great experiences and was personally disturbed by one order so always accept the possibility of disappointment and enjoy the wins as they roll in.",3,Trustpilot,2019-12-07
Would be handy if we get a notification… Would be handy if we get a notification when our local stores have boxes for sale. We are the same as other reviews local morrions always sold out at the same time every night without any being avaliable. I imagine the staff are getting first dibs. Great concept but not working currently for the public.,1,Trustpilot,2019-12-05
"Morrison's may have joined but boxes Morrison's Thornton-Cleveleys may have joined, but boxes they have none.  Every day it says none available and then changes to sold out at 17:15.  Are they going to staff first or are there no boxes?  Who knows.  I would love to help reduce food waste as I've seen them bagging up food to throw away which is perfectly fine to eat but it's not coming to this scheme. Either way I have uninstalled the app.  Good idea but doesn't work.",1,Trustpilot,2019-12-05
"Massive fanfare about Morrison's… Massive fanfare about Morrison's joining, but nothing ever available locally. My local stores bags are supposed to go up at 18.00, at which point it changes to 'sales ended', then later that evening apparently they sold out at 18.16. Every evening. If there's nothing available, just put nothing available!",3,Trustpilot,2019-12-04
Super god måde at rede mad på Super god måde at rede mad på,5,Trustpilot,2019-12-03
"My first ever magic bag picked up… My first ever magic bag picked up today! ""Fruit connections"" in Edinburgh-if i could share  photo i would! Absolutely delighted....large avocado, large orange, box of grapes, bag of new potatoes, apples, peaches and a pineapple! Really pleased with my magic bag and would highly recommend. What a fantastic app.  All going to great use and saved from the bucket!",5,Trustpilot,2019-12-02
"Not enough places in a large city, always sold out.. Not enough places in a large city.

The few places on the app, all are sold out a day in advance or early in the morning!

It's not like I'm booking tickets for a concert, availability is the main issue here. Only things left are grungy hotel foods",1,Trustpilot,2019-12-02
Waste of time! I installed the app 3 weeks ago. My local Morrisons always state they have sold out no matter what time I try. Other local shops apart fro Real China restaurant never have anything available. I will review when I ACTUALLY manage to buy something! Waste of time!!,1,Trustpilot,2019-12-02
"Forget the time-slot? Loose money! 😡 I think it’s a great initiative, so I let’s give it a try... First time I checked out the offers, all offers for the next day are gone already. Turns out that you need to be rather fast with purchasing for the next day. So finally after checking right after closing time I got one. Next day, I forgot my pickup time slot, hrmpff.... No message from the iOS app giving me a reminder. My agenda did not help me neither. I thought next purchase it will not happen again... it did, hrmpffff again.
If you are 1 min after your time slot shop is closed and you lose your money. No money back from the organization. Toogoodtobettue I rather call it.
So only made for the well organized people with plenty of time at home. Think before you buy.",1,Trustpilot,2019-12-01
"disappointed! Tried this a few times from different places. It’s not great. Basically you get the value of the amount you have actually paid, the only difference being, you don’t get to choose. I’m fully aware this concept is not about choice and happy with that fact but I’m also aware that this concept is about businesses being honourable on their side too. And so far no such luck.... I doubt I will try save anymore meals from being thrown away via this route",1,Trustpilot,2019-12-01
"I thought I'd give it a go.. I thought I'd give it a go... went to Cidsin paid 3.69 twice, first purchase I didn't get to the shop (my fault) but it shown as collected, second purchase same place I received a square of solid congealed lasagne wrapped in tin foil, a fruit teacake and a tub of who can say? Raw cauliflower with pomegranate seeds and a whole lot of cinnamon powder on the top. None of the items on the menu and nothing listed on Too good to go! So I paid just under £7.50 and however much petrol I wasted to bring a bag of rubbish home and sling it in the bin.",1,Trustpilot,2019-11-30
"Would have to agree with another review… Would have to agree with another review that this is not of much use if you live rurally as I do
My nearest Morrisons states perpetually sold out always at 18.15 ? and any other offers are miles away I try and look at different times but always the same story so I really do not think this is of much use and will probably uninstall it
I dont think this is honestly trying to address food wastage but sneakily allowing supermarkets and shops to claw something back at the end of the day 
Pity I had great hopes for it",1,Trustpilot,2019-11-30
"I choose the il Molina on Battersea… I choose the il Molina on Battersea park road...I was asked by the man in the shop if I ‘understood how it works’. He then put a small sandwich and pastry in a bag and handed it to me. I wouldn’t have paid £3.43 for that and I am quite disappointed with my first time using the app. I understood the app was to help stop food waste, not just to make a small sale. There was plenty of food that looked like it would go to waste including pasta, lasagne and spaghetti. Do the provides of this service understand the noble goal of this app?
I may try the App again but never at Il Molina..",2,Trustpilot,2019-11-29
"Disappointed Have ordered The Magic bag carvery from Willow Farm Cramlington 3 times.. The first 2 carvery’s were amazing value, good size containers and plenty of room to add vegetables, Yorkshire puddings etc without having to squash the food in.
However, last night I went to pick up my carvery, and found they have reduced the size of the containers by more than half. It was impossible to get a decent portion of veg and potatoes in the container, as well as the Yorkshire pudding and the tiny amount of meat.
Thought at first the concept was great and very good value for money, but now feel they have let their standards slip as the amount of food which fits in the container looks very mean, and probably only half of what would be on a normal carvery. There wasn’t enough room to add a portion of each of the veg, and the food ended up being squashed when the lid was closed.
Not sure if I will go again.",2,Trustpilot,2019-11-29
I had a magic bag from Jerk Shack… I had a magic bag from Jerk Shack Manchester 2 dinners for £5.58 when I got there it was already bagged up and we got chicken rice n peas yummy and oxtail rice n peas very tasty I had never eaten here before but i will happily go back it was great food.,4,Trustpilot,2019-11-27
Waited on morrisons sale and at the… Waited on morrisons sale and at the time allocated no sale was on but they said sold out watc hed others  to but I think it's not trsl no sales come up near us in ka14nx  not a good spp,1,Trustpilot,2019-11-27
"First time using this app after hearing… First time using this app after hearing good reviews, I thought I would give it a go. I brought the magic bag from Safeway daily in Birmingham yesterday night ready to collect today from 7. When I got there the lady told me everything had run out. So my journey had been wasted and there was no courtesy to even let me know way before to not come to collect.",1,Trustpilot,2019-11-26
Great if you live in a large town Great if you live in a large town or city. Virtually useless if you live in a rural place. I tried the app and found everything within a 20 miles radius had apparently been sold out for that day and the next day too.,2,Trustpilot,2019-11-25
"I ordered the magic bag from morrison I ordered the magic bag from morrison, app shown me where to go to collect my bag.
It were a private houses, no signs or anything. 
Tried to contact someone - no response!
I rang the local store - they didn't  know anything about it.
I lost my £3.56 it's not much but it looks like scam to me",1,Trustpilot,2019-11-23
"Tried my first box from Morrisons… Tried my first box from Morrisons today. Got 10 loaves of bread-all the same standard white bread, 5 days over the best before date.  Complete waste of money and instead of it going in the bin at Morrisons I've paid them to put it in mine! 🙄",1,Trustpilot,2019-11-23
"Disappointed I used this app for the first time yesterday as I happened to be right beside an outlet and I have to say I was rather disappointed. My magic bag consisted of 2 little slices of cake and a hard scone. I paid £3 and that was exactly what it was worth, not a penny more, and had I been asked to pay the £9 that the outlet 'claimed' it was worth I would have told them where to go. I collected at 4pm, but they weren't actually closing until 5:30pm so it didn't feel like I was helping them take their food waste off their hands at all, more like they gave me the bare minimum just in case they left themselves short for actual customers. This isn't the fault of the app though, just that particular outlet so I'll put it down to experience and avoid that one can in future.",3,Trustpilot,2019-11-23
Great idea. Very happy 😊 I’ve just got this app and used it twice this week. Just used it for Yosushi. Bought two magic bags for £7. Absolutely amazing amount of sushi. Very happy on both occasions 👍🏼👍🏼♥️,5,Trustpilot,2019-11-22
"Gob smacked Can only give 3 stars for this as i am unsure who to point the finger at. 
My local supermarket has just joined the too good to go so i thought id try it. My first magic bag was good, had breads, fruits and vegetables in it. Thought i would try my luck again and order 2 magic boxes, luck wasnt on my side this time. Firstly they told me there were no magic bags left, i showed them on the app that i had ordered 2. Shop assistant then says for me to wait 10 minutes and they will go sort them out for me. I wait patiently, I now have 2 gigantic boxes of carrots, parsnips and cabbages. If i could put a picture on here to show them i gladly would as this is a ridiculous amount of veg for one household. I am now in the process of giving it away to anyone that wants it for free!",3,Trustpilot,2019-11-21
"Paid for food, no food left at collection time. I used this app for the first time today. I placed and paid for my order for a 'magic bag' from Yo Sushi this morning. Collection was 21.30 to 22.00 hours. I arrived at exactly 21.30 and was informed there was nothing left. I had driven 20 minutes to collect this order. Why is there no option for the establishment to notify me via the app in advance that there was no food remaining? This is unacceptable.",1,Trustpilot,2019-11-20
"None of the shops on the app ever come… None of the shops on the app ever come up as able to buy, just go straight to sold out....",1,Trustpilot,2019-11-20
"Had a too good to go carvery Had a too good to go carvery! 
Literally filled a massive take away box and it was lush!
food still warm all veg and extras still out! got 6 pigs in blankets 

amazing concept of reducing waste 

brilliant",5,Trustpilot,2019-11-20
"Great app, but it comes down to the actual shop! There seems to be a fair amount of negative feedback at the moment, so I wanted to chime in with something positive.  I used this app for the first time yesterday to grab a magic bag from The Bakehouse in Putney.  I've bought from them before, so knew it's high quality and I thought it would be a chance to try something new from them. I didn't expect much, but was blown away by my bag and experience.  I got two sausage rolls, two cheese sticks, a muffin, a pastry and an entire loaf of their famous sourdough (the cost alone is more than I paid for the bag).  The staff welcomed me with enthusiasm and happily handed over my pre-packed bag.  It's a grab bag, so I wouldn't expect to always receive so much if they had a busy day.  And I'd continue to pop in when I needed a loaf specifically, but I will certainly be using the app again to order another magic bag when I feel like mixing it up.  

All that said, I'm not sure I would trust a national chain.  Staff are less likely to be informed, or invested.  Whereas with a locally owned or small business that buys into the philosophy of the app, I imagine you'd have a much better experience consistently.

The app itself was dead easy to use.  The one element on my wishlist would be proper reviews rather than just a rating.  I'd like to hear what other people got or experienced to judge whether I should take the risk.",5,Trustpilot,2019-11-19
Simply Brilliant Im eating my carvery as I speak just the same as in the restaurant .This is a brilliant app .Im in Burnley Sycamore Farm is the best of the two carverys .Plus its just five mins from my home.Thanks Too Good To Go!,5,Trustpilot,2019-11-17
"First and last time we use it! First time we have ever used it, drove to the pub to show the kid behind the bar my phone, he’d never heard of it! Then after about 5 mins of waiting got told by the manager that the meat and veg had ran out hours before our time slot and they emailed the company to say this but apparently never gets through to the customer and this happens all the time on a Sunday she said, waste of time and will probably be the first and last time of using it",1,Trustpilot,2019-11-17
"not a trustworthy app ! The problem with this app, which is clearly dishonest : after paying for nothing and without any response to my request, the ""rules"" of no refund or replacement if you arrive after closing of the business, even completely out of your responsibility : it's definitively unfair !  not a trustworthy app... also because many users (owners of shops and restaurants) are not trustworthy ...",1,Trustpilot,2019-11-17
"Mr Lasagna restaurant in Soho Mr Lasagna restaurant in Soho
I had heard from colleagues and friends that their food is not great so I never bothered to visit that place. It's been a few weeks since I started using the app Too Good to Go and a couple of places that I've tried didn't disappoint me. However, tonight after work I just thought to give Mr Lasagna a go and make my own mind instead of listening to other people's opinions. The only thing I'm going to say is that that was the FIRST AND LAST TIME. Never again...good service but the food disgraceful...",1,Trustpilot,2019-11-16
"Used the app for the first time and… Used the app for the first time and went on to collect my magic box from moxy hotel bath road near Heathrow .Well the term magic box was very true cause from what you think you supposed to get ,its really a magic box cause there's nothing in it .will try it once more but have a feeling the restaurants and hotels are out to con you",1,Trustpilot,2019-11-15
Crap Installed this app today watched it all day none of the shops advertised yet stated sold out infront of my eyes....uninstalled it,1,Trustpilot,2019-11-15
Used it a few times now Used it a few times now. Only a couple of places near me use it. Been impressed with what I've been given. Been easy to get money back if nothing left or you have to cancel it.,4,Trustpilot,2019-11-12
It's a marketing con from restaurants Absolutely not worth the time or effort. Paid £3.59 for a meal that tasted like hospital food (Caribbean vegan) was a big rip off. In fact I've tasted better free food in the Temple!,1,Trustpilot,2019-11-06
"Went beyond my expectations I have recently come across this app, and used it twice so far.
Was surprised by the quantity and quality of food I got for few pounds. 
Tried YOsushi and The Pantry in Leicester.
Will order again from them.",5,Trustpilot,2019-11-06
"I ordered for the first time today from… I ordered for the first time today from Preto in Chelmsford, which as a chain has a fair few restaurants in some well known areas. Considering I ordered from their ""meat buffet"" option, I was greeted by 2 foil takeaway boxes. The first was small, filled with lots of red onions and cucumber and about 5 shells of penne pasta. The second box was slightly larger, but was 2/3 full of a mixed vegetable rice and cauliflour cheese and to top it off,1 piece of chorizo no bigger then 3 inches, 2 what seemed to look like button mushrooms and 2 peices of cold steak not even an ounce in size. I spent £4 for all of this, which as a whole is a good meal, but considering I've visited this restaurant before and they're an all you can eat Brazillian meat buffet, the lack of meat was disappointing. This app is promoting the good use of restaurant food waste, but if this is the standard, I'm afraid 90% of the food will just end up the customers bins not the restaurants. As a first time I'll put it down to bad luck but next time I'll be avoiding this particular restaurant.",2,Trustpilot,2019-11-05
"I absolutely love this app I absolutely love this app. I think that it is a great idea and you can get some really great deals on it, and it makes you feel like you are helping the environment a bit. The app is super easy to use and I like the fact that you do not get charged until you actually pick up the magic bag, as the companies may cancel you order (if they have nothing left on the day), which is absolutely fair enough. Sometimes it is a hit and miss when it comes tot he Magic Bag, but that is not the app's fault now is it. I really love it. And I think that more people should be using it.",5,Trustpilot,2019-11-05
"I ordered from Preto Brazilian Rodizio… I ordered from Preto Brazilian Rodizio buffet meat and veg. I got rice beans beetroot and broccoli n basically all meat I would never pick when I eat from there. The company basically save money by selling there left over scraps, nothing that would actually appeal to most and still not worth the money paid. DO NOT EXPECT MUCH FROM THESE PLACES AT ALL!!",2,Trustpilot,2019-10-28
"Lisboa - Sheffield Lisboa in Sheffield
£3 for 4 old bits of cake!
Disgraceful. Don’t bother.
This company are missing the point of too good to go. They clearly see it as an opportunity to “get rid of some rubbish to an unsuspecting punter” others we have used see it as an opportunity to “not let good food go to waste”.",1,Trustpilot,2019-10-28
super super service,5,Trustpilot,2019-10-28
Picked up my first magic bag from…First Magic Bag Picked up my first magic bag from Pirlious in the Grassmarket Edinburgh plentiful Sandwich Soup and Croissants everything was good except bread was dry like it had been left out then wrapped,3,Trustpilot,2019-10-28
"Not worth it, sadly. Went to collect my magic bag last night from chom chom Canterbury. Have to say I was really dissapointed. Paid £3 for a portion of rice and was can only be described as a portion of mixed slop. Really dissatisfied with this. Wont use again.",1,Trustpilot,2019-10-28
"More like too goodto be true More like too goodto be true 
The add is deceiving it mentions numbers of items you can get eg English breakfast items that I got was beens tomato past bacon and mushroom cold and un tasty. Show up at store and nothing is left, good luck getting your money back. It happened to me on several occasions and it really doesn't worth. You limit your time and get rubbish left over and are faced with a terrible attitude and that's if you are lucky to get any thing at all. The too good to go app is very limited in customer service as well.",1,Trustpilot,2019-10-25
I paid £2.99 wasn’t expecting much but… I paid £2.99 wasn’t expecting much but overall I’m very pleased with what I got. Was worth more than £2.99.,5,Trustpilot,2019-10-24
"Brilliant first order I ordered for the first time today and picked up from Wenzel's bakery. The app said I'd get £10 of food for £3 and I decided to order 2 bags.

The bag was prepared and ready for us on time (no waiting time at all) and I was very very happy with the content and I'd definitely expect to pay more than £10 at full price for what I got. (each bag for £3 each - 1 large baguette, 1 bloomer sandwich, 2 cupcakes, 2 large cookies, 2 fresh bread rolls and a croissant, all appeared to be perfectly fresh). 

I read some mixed reviews before trying the app out and I do think if you want to use this app to get discounted food and contribute to reducing food waste, you need to just be realistic and accept that you just don't get pick of everything on the menu!! If you're a fussy eater, this probably isn't the app for you but it's a really great concept and it's not fair to destroy restaurant reviews if you didn't like what you received when they're trying to contribute to a great cause.",5,Trustpilot,2019-10-23
"Bad experience with Holiday Inn in Lincoln Bad experience with Holiday Inn, in Lincoln City center. I purchased the Magic Bag and paid for it just 3.59£ with the discount. App says that original price was 12£ for this Bag.
 But I have received products worth 2£ or less (small homemade sandwich, one apple, jogurt, two small mini pastries, two small mini cupcakes)
Holiday Inn in Lincoln City Center lie to people who expect to receive products worth 12£. Will never buy from Holiday Inn again",1,Trustpilot,2019-10-22
Rubbish this is not saving food from being wasted This is not what it says in the tin avoid.. for the £3.59 I spent I would of been better off going Tesco’s and buying a meal deal at least then I could choose my items and I’d come out with much more for my money - definitely not worth it and it isn’t saving food waste as the shop won’t give u stuff if they can sell tomorrow save your time and money,1,Trustpilot,2019-10-21
"Costa coffee in Cardiff queen Street Costa coffee in Cardiff queen Street  , advertised £10 worth of goods for £3 , I got a sandwich ( with a 50% Off sticker on it ) and a muffin, I'm sure some businesses are doing this properly but it seems most aren't , sad really as it's such a lovely idea",1,Trustpilot,2019-10-18
"The first experience was alright The first experience was alright. I got some vegetables from Budgens - mostly courgettes for £2. You can see why they are throwing the veg away.
My second experience was Archway Fish I was supposed to get £10.50 worth of fish. The add was: seafood and possibly salmon! Like a lucky dip. Got two trout definitely not worth £3.50! Sad because I was broke and could have bought two prices of lovely fresh pieces salmon from Sainsburys’s for less than this and not had to worry about food poisoning",1,Trustpilot,2019-10-11
"A* so far I agree it is a bit hit and mix. My favourites so far for quality has been Lola's Covent Gdns (the 2 ladies were lovely) and Kensington High St. Also Old Chang Kee Soho, the food was great curry and lobster balls, the staff were also pleasant. I'm actually going back there next week for lunch.",5,Trustpilot,2019-10-09
"A great idea in theory but not in… A great idea in theory but not in reality. The first time we ordered, it was cancelled as we were en route, late at night, having not yet eaten. The second hic was that they took 5€ from our account and we hadn't placed an order!! Never got it back. And finally last night, we ordered 2 sushi slots... for the drive and the time... a dismal amount of sorry looking maki with no fish. Never again! I'll support anti-food waste in other ways but this is a way for restaurants to make profit in conditions which are not advantageous to the buyer at all.",1,Trustpilot,2019-10-03
Clever scam Do not recommend this app. I visited a local cafe and despite being promised lots of cakes from TGTG I was given 1 eclair at full price despite it being nearly closing time and there being loads left. Seems to me that it is just a clever marketing scam. Avoid!,1,Trustpilot,2019-09-30
"Used app for 1st time tonight and I’m… Used app for 1st time tonight and I’m super impressed. We got 2 magic boxes from chaobaby in Trafford centre and beehive in Bolton. Wow the food was excellent from both places and for a few pounds was well worth it. Really tasty and big portions,meat,veg spring rolls loads of things. 😊😊",5,Trustpilot,2019-09-25
"HORRENDOUS SERVICE BUT AMAZING FOOD AND QUANTITY HORRENDOUS
First time user of the TOO GOOD TO GO app
Arrived at the Torquay branch of the “Old Engine House”
All was fine, told I was there to collect 2 meals and the bloke said the chef will plate them up now and walked off to tell him
Bloke walked back to where I was waiting and I questioned about, when he said the chef will plate them up.
I thought, that obviously means plating them up to eat inside the place “on a plate”. So I said that’s not to eat in is it? As I wanted and was expecting to take away in a bag. Hence “The magic bag” name
The blokes response was two words which were “DEFINITELY NOT” and walked off laughing
It’s like don’t take the P mate because I’m paying you for food that you’ll throw away anyway, giving the business money and saving the planet from waste. Which I absolutely hate and have done all my life. Especially when others in the world go starving and don’t even have clean water to drink. 
Try and do a good thing all round but treated like bleep for not being a full paying customer
The piece of a bloke
It’s lucky I didn’t make him wear the roasts topped with 2 tubs of thick gravy when he gave them to me. But I hate waste so couldn’t bring myself to do so lol
Got back home to a lovely roast with lush gravy and a good quantity of it, but I have to rate the place on its weakest point. And with that they get a 1 star.",1,Trustpilot,2019-09-19
"Tried app couple days ago for the first… Tried app couple days ago for the first time. Collected a magic bag from Paul's patisserie Holland park... Was very pleased, 2 goat cheese salads and a lovely fig tarte for under £4 was very fresh and tasty. Lovely customer service too",5,Trustpilot,2019-09-19
"Rubbish App is easy enough to use. But, when I went to collect my food at the allocated time, the shop was closed and no one was around. I’m not willing to wait outside a closed shop (as a female), for god’s know how long, for the sake of £3.29. Cancelled my order and now waiting for a refund... Great concept, disappointing outcome. Won’t be using again.",1,Trustpilot,2019-09-09
Used it for the first time yesturday… Used it for the first time yesturday 03.09.19 in Central London Tottenham Court Road a nice little app if you are in the area at the time but wouldn't go out of my way. I tried Paul the bakery on arrival they were helpful I showed them my phone and I was able to choose any two baguettes from the fridge they are really big and they gave away a free strawberry tartlet which was good value for money the bagguets were huge I saved them for my lunch the next day and it was fine. I'd probably use it again to try another place.,4,Trustpilot,2019-09-04
"To good to go is a one and only winner in its own game To good to go charge lots of fees and admin fees etc to business owners. End of the month they pay you nearly nothing so it doesn’t even cover your packaging fees. And even you gave best quality foods and nicely presented you can’t make the magic box customer happy! They screw you with bad review on google or tripadvisor so your establishment gets bad reputation because you gave nearly free and good food. If you are a cafe or restaurant owner stay away from this platform that designed for you to loose not to win anything. Plus you receive potential penny pincher customers that they will never come back to buy something from you because they are after cheap cheap items only! The company use slogan “fighting with food waste” this is a trap for both customers and business owners who uses the app, there is only one winner “to good to go company” who made millions of pounds already from all of us... They are new type and upgraded criminals!",1,Trustpilot,2019-09-03
"Ibis hotel surprise bag There was an apple, yoghurt with muesli, 2 mini croissants, cheese, 2 types of ham, butter, jam and donut.

For 4.9 I think a great deal!",5,Trustpilot,2019-09-03
Went to hotel in Northamptonshire to… Went to hotel in Northamptonshire to collect breakfast box and gave it to a homeless person - it’s not wasteful to give your leftovers to someone in need for free. Shame on these businesses to squeeze every penny from their leftovers - come on give your leftovers to someone in need...,1,Trustpilot,2019-09-02
